wwtp,samp_date,field_pt_name,parameter,mean_value
Terminal Island Water Reclamation Plant,2020-10-05,influent,PFOS,8.18
Terminal Island Water Reclamation Plant,2020-10-05,influent,PFPA,4.5
Terminal Island Water Reclamation Plant,2020-10-05,influent,PFPES,9.17
Terminal Island Water Reclamation Plant,2021-02-02,effluent,6:2FTS,29.7
Terminal Island Water Reclamation Plant,2021-02-02,effluent,FOSA,6.08
Terminal Island Water Reclamation Plant,2021-02-02,effluent,PFBA,17.4
Terminal Island Water Reclamation Plant,2021-02-02,effluent,PFBS,14
Terminal Island Water Reclamation Plant,2021-02-02,effluent,PFHpA,4.81
Terminal Island Water Reclamation Plant,2021-02-02,effluent,PFHxA,36.9
Terminal Island Water Reclamation Plant,2021-02-02,effluent,PFHxS,36.2
Terminal Island Water Reclamation Plant,2021-02-02,effluent,PFOA,13.6
Terminal Island Water Reclamation Plant,2021-02-02,effluent,PFOS,74.3
Terminal Island Water Reclamation Plant,2021-02-02,effluent,PFPA,29.8
Terminal Island Water Reclamation Plant,2021-02-02,influent,6:2FTS,24.2
Terminal Island Water Reclamation Plant,2021-02-02,influent,8:2FTS,10.7
Terminal Island Water Reclamation Plant,2021-02-02,influent,PFBA,7.04
Terminal Island Water Reclamation Plant,2021-02-02,influent,PFBS,10.4
Terminal Island Water Reclamation Plant,2021-02-02,influent,PFHpA,6.22
Terminal Island Water Reclamation Plant,2021-02-02,influent,PFHxA,23.5
Terminal Island Water Reclamation Plant,2021-02-02,influent,PFHxS,27.8
Terminal Island Water Reclamation Plant,2021-02-02,influent,PFOA,7.51
Terminal Island Water Reclamation Plant,2021-02-02,influent,PFOS,90.5
Terminal Island Water Reclamation Plant,2021-02-02,influent,PFPA,13.3
Terminal Island Water Reclamation Plant,2021-04-04,effluent,6:2FTS,4.76
Terminal Island Water Reclamation Plant,2021-04-04,effluent,FOSA,4.75
Terminal Island Water Reclamation Plant,2021-04-04,effluent,PFBS,12.2
Terminal Island Water Reclamation Plant,2021-04-04,effluent,PFHpA,7.52
Terminal Island Water Reclamation Plant,2021-04-04,effluent,PFHxA,35.9
Terminal Island Water Reclamation Plant,2021-04-04,effluent,PFHxS,27.1
Terminal Island Water Reclamation Plant,2021-04-04,effluent,PFOA,15.2
Terminal Island Water Reclamation Plant,2021-04-04,effluent,PFOS,54.7
Terminal Island Water Reclamation Plant,2021-04-04,effluent,PFPA,27.2
Terminal Island Water Reclamation Plant,2021-04-04,effluent,PFPES,5.13
Terminal Island Water Reclamation Plant,2021-04-04,influent,PFBS,14.3
Terminal Island Water Reclamation Plant,2021-04-04,influent,PFHxA,7.67
Terminal Island Water Reclamation Plant,2021-04-04,influent,PFHxS,9.38
Terminal Island Water Reclamation Plant,2021-04-04,influent,PFOS,27.5
Terminal Island Water Reclamation Plant,2021-04-04,influent,PFPA,5.91
Terminal Island Water Reclamation Plant,2021-07-07,effluent,6:2FTS,190
Terminal Island Water Reclamation Plant,2021-07-07,effluent,8:2FTS,120
Terminal Island Water Reclamation Plant,2021-07-07,effluent,FOSA,23.7
Terminal Island Water Reclamation Plant,2021-07-07,effluent,PFBA,18.9
Terminal Island Water Reclamation Plant,2021-07-07,effluent,PFBS,31.4
Terminal Island Water Reclamation Plant,2021-07-07,effluent,PFHpA,19.4
Terminal Island Water Reclamation Plant,2021-07-07,effluent,PFHpS,28.3
Terminal Island Water Reclamation Plant,2021-07-07,effluent,PFHxA,58.5
Terminal Island Water Reclamation Plant,2021-07-07,effluent,PFHxS,152
Terminal Island Water Reclamation Plant,2021-07-07,effluent,PFNA,27.9
Terminal Island Water Reclamation Plant,2021-07-07,effluent,PFOA,32.8
Terminal Island Water Reclamation Plant,2021-07-07,effluent,PFOS,2420
Terminal Island Water Reclamation Plant,2021-07-07,effluent,PFPA,30.4
Terminal Island Water Reclamation Plant,2021-07-07,effluent,PFUnA,9.38
Terminal Island Water Reclamation Plant,2021-07-07,influent,6:2FTS,38.2
Terminal Island Water Reclamation Plant,2021-07-07,influent,8:2FTS,14
Terminal Island Water Reclamation Plant,2021-07-07,influent,PFBA,5.07
Terminal Island Water Reclamation Plant,2021-07-07,influent,PFBS,18.3
Terminal Island Water Reclamation Plant,2021-07-07,influent,PFHpA,6.01
Terminal Island Water Reclamation Plant,2021-07-07,influent,PFHxA,18.6
Terminal Island Water Reclamation Plant,2021-07-07,influent,PFHxS,53.9
Terminal Island Water Reclamation Plant,2021-07-07,influent,PFNA,6.21
Terminal Island Water Reclamation Plant,2021-07-07,influent,PFOA,11.2
Terminal Island Water Reclamation Plant,2021-07-07,influent,PFOS,418
Valencia WRP,2020-11-18,effluent,PFBA,4.35
Valencia WRP,2020-11-18,effluent,PFBS,3.14
Valencia WRP,2020-11-18,effluent,PFHxA,29.3
Valencia WRP,2020-11-18,effluent,PFOA,8.83
Valencia WRP,2020-11-18,effluent,PFOS,2.27
Valencia WRP,2020-11-18,effluent,PFPA,13.3
Valencia WRP,2020-11-18,influent,6:2FTS,4.78
Valencia WRP,2020-11-18,influent,PFBA,2.65
Valencia WRP,2020-11-18,influent,PFHxA,7.51
Valencia WRP,2020-11-18,influent,PFHxS,4.21
Valencia WRP,2020-11-18,influent,PFOA,3.83
Valencia WRP,2020-11-18,influent,PFPA,3.3
Valencia WRP,2021-02-11,effluent,PFBA,4.4
Valencia WRP,2021-02-11,effluent,PFBS,3.71
Valencia WRP,2021-02-11,effluent,PFHxA,25.7
Valencia WRP,2021-02-11,effluent,PFOA,8.62
Valencia WRP,2021-02-11,effluent,PFPA,11.6
Valencia WRP,2021-02-11,influent,PFBA,3.44
Valencia WRP,2021-02-11,influent,PFBS,2.6
Valencia WRP,2021-02-11,influent,PFHxA,7.53
Valencia WRP,2021-02-11,influent,PFHxS,3.92
Valencia WRP,2021-02-11,influent,PFOA,2.64
Valencia WRP,2021-02-11,influent,PFPA,4.68
Valencia WRP,2021-05-06,effluent,PFBA,5.27
Valencia WRP,2021-05-06,effluent,PFBS,3.24
Valencia WRP,2021-05-06,effluent,PFHxA,23.7
Valencia WRP,2021-05-06,effluent,PFOA,6.73
Valencia WRP,2021-05-06,effluent,PFOS,2.04
Valencia WRP,2021-05-06,effluent,PFPA,12.2
Valencia WRP,2021-05-06,influent,PFBA,4.64
Valencia WRP,2021-05-06,influent,PFHxA,6.72
Valencia WRP,2021-05-06,influent,PFOA,3.44
Valencia WRP,2021-05-06,influent,PFPA,5.63
Valencia WRP,2021-08-12,effluent,PFHpA,2.04
Valencia WRP,2021-08-12,effluent,PFHxA,20.9
Valencia WRP,2021-08-12,effluent,PFHxS,3.71
Valencia WRP,2021-08-12,effluent,PFOA,8.4
Valencia WRP,2021-08-12,effluent,PFPA,29.8
Valencia WRP,2021-08-12,influent,PFHpA,4.92
Valencia WRP,2021-08-12,influent,PFHxA,11.8
Valencia WRP,2021-08-12,influent,PFOA,4.96
Valencia WRP,2021-08-12,influent,PFPA,9.35
